id_tempo;anomes_iso;mes;ano;anomes_formatado
1800;194110;10;1941;10/1941
1801;194111;11;1941;11/1941
1802;194112;12;1941;12/1941
1803;194200;0;1942;00/1942
1804;194214;14;1942;14/1942
1805;194213;13;1942;13/1942
1806;194201;1;1942;01/1942
1807;194202;2;1942;02/1942
1808;194203;3;1942;03/1942
1809;194204;4;1942;04/1942
1810;194205;5;1942;05/1942
1811;194206;6;1942;06/1942
1812;194207;7;1942;07/1942
1813;194208;8;1942;08/1942
1814;194209;9;1942;09/1942
1815;194210;10;1942;10/1942
1816;194211;11;1942;11/1942
1817;194212;12;1942;12/1942
1818;194300;0;1943;00/1943
1819;194314;14;1943;14/1943
1820;192511;11;1925;11/1925
1821;192512;12;1925;12/1925
1822;192600;0;1926;00/1926
1823;192614;14;1926;14/1926
1824;192613;13;1926;13/1926
1825;192601;1;1926;01/1926
1826;192602;2;1926;02/1926
1827;192603;3;1926;03/1926
1828;192604;4;1926;04/1926
1829;192605;5;1926;05/1926
1830;192606;6;1926;06/1926
1831;192607;7;1926;07/1926
1832;192608;8;1926;08/1926
1833;192609;9;1926;09/1926
1834;192610;10;1926;10/1926
1835;192611;11;1926;11/1926
1836;192612;12;1926;12/1926
1837;192700;0;1927;00/1927
1838;192714;14;1927;14/1927
1839;192713;13;1927;13/1927
1840;192701;1;1927;01/1927
1841;192702;2;1927;02/1927
1842;192703;3;1927;03/1927
1843;192704;4;1927;04/1927
1844;192705;5;1927;05/1927
1845;192706;6;1927;06/1927
1846;192707;7;1927;07/1927
1847;192708;8;1927;08/1927
1848;192709;9;1927;09/1927
1849;192710;10;1927;10/1927
1850;192711;11;1927;11/1927
1851;192712;12;1927;12/1927
1852;192800;0;1928;00/1928
1853;192814;14;1928;14/1928
1854;192813;13;1928;13/1928
1855;192801;1;1928;01/1928
1856;192802;2;1928;02/1928
1857;192803;3;1928;03/1928
1858;192804;4;1928;04/1928
1859;192805;5;1928;05/1928
1860;192806;6;1928;06/1928
1861;192807;7;1928;07/1928
1862;192808;8;1928;08/1928
1863;192809;9;1928;09/1928
1864;192810;10;1928;10/1928
1865;192811;11;1928;11/1928
1866;192812;12;1928;12/1928
1867;192900;0;1929;00/1929
1868;192914;14;1929;14/1929
1869;192913;13;1929;13/1929
1870;192901;1;1929;01/1929
1871;192902;2;1929;02/1929
1872;192903;3;1929;03/1929
1873;192904;4;1929;04/1929
1874;192905;5;1929;05/1929
1875;192906;6;1929;06/1929
1876;192907;7;1929;07/1929
1877;192908;8;1929;08/1929
1878;192909;9;1929;09/1929
1879;199409;9;1994;09/1994
1880;199410;10;1994;10/1994
1881;199411;11;1994;11/1994
1882;199412;12;1994;12/1994
1883;199500;0;1995;00/1995
1884;199514;14;1995;14/1995
1885;199513;13;1995;13/1995
1886;199501;1;1995;01/1995
1887;199502;2;1995;02/1995
1888;199503;3;1995;03/1995
1889;199504;4;1995;04/1995
1890;199505;5;1995;05/1995
1891;199506;6;1995;06/1995
1892;199507;7;1995;07/1995
1893;199508;8;1995;08/1995
1894;199509;9;1995;09/1995
1895;199510;10;1995;10/1995
1896;199511;11;1995;11/1995
1897;199512;12;1995;12/1995
1898;199600;0;1996;00/1996
1899;199614;14;1996;14/1996
1900;199613;13;1996;13/1996
1901;199601;1;1996;01/1996
1902;199602;2;1996;02/1996
1903;199603;3;1996;03/1996
1904;199604;4;1996;04/1996
1905;199605;5;1996;05/1996
1906;199606;6;1996;06/1996
1907;199607;7;1996;07/1996
1908;199608;8;1996;08/1996
1909;199609;9;1996;09/1996
1910;199610;10;1996;10/1996
1911;199611;11;1996;11/1996
1912;199612;12;1996;12/1996
1913;199700;0;1997;00/1997
1914;199714;14;1997;14/1997
1915;199713;13;1997;13/1997
1916;199701;1;1997;01/1997
1917;199702;2;1997;02/1997
1918;199703;3;1997;03/1997
1919;199704;4;1997;04/1997
1920;199705;5;1997;05/1997
1921;199706;6;1997;06/1997
1922;199707;7;1997;07/1997
1923;199708;8;1997;08/1997
1924;199709;9;1997;09/1997
1925;199710;10;1997;10/1997
1926;199711;11;1997;11/1997
1927;199712;12;1997;12/1997
1928;199800;0;1998;00/1998
1929;199814;14;1998;14/1998
1930;199813;13;1998;13/1998
1931;199801;1;1998;01/1998
1932;199802;2;1998;02/1998
1933;199803;3;1998;03/1998
1934;199804;4;1998;04/1998
1935;199805;5;1998;05/1998
1936;199806;6;1998;06/1998
1937;199807;7;1998;07/1998
1938;199808;8;1998;08/1998
1939;199809;9;1998;09/1998
1940;199810;10;1998;10/1998
1941;199811;11;1998;11/1998
1942;199812;12;1998;12/1998
1943;199900;0;1999;00/1999
1944;199914;14;1999;14/1999
1945;199913;13;1999;13/1999
1946;199901;1;1999;01/1999
1947;199902;2;1999;02/1999
1948;199903;3;1999;03/1999
1949;199904;4;1999;04/1999
1950;199905;5;1999;05/1999
1951;199906;6;1999;06/1999
1952;199907;7;1999;07/1999
1953;199908;8;1999;08/1999
1954;199909;9;1999;09/1999
1955;199910;10;1999;10/1999
1956;199911;11;1999;11/1999
1957;199912;12;1999;12/1999
1958;200000;0;2000;00/2000
1959;200014;14;2000;14/2000
1960;200013;13;2000;13/2000
1961;200001;1;2000;01/2000
1962;200002;2;2000;02/2000
1963;200003;3;2000;03/2000
1964;200004;4;2000;04/2000
1965;200005;5;2000;05/2000
1966;200006;6;2000;06/2000
1967;200007;7;2000;07/2000
1968;200008;8;2000;08/2000
1969;200009;9;2000;09/2000
1970;200010;10;2000;10/2000
1971;200011;11;2000;11/2000
1972;200012;12;2000;12/2000
1973;200100;0;2001;00/2001
1974;200114;14;2001;14/2001
1975;200113;13;2001;13/2001
1976;200101;1;2001;01/2001
1977;200102;2;2001;02/2001
1978;200103;3;2001;03/2001
1979;200104;4;2001;04/2001
1980;200105;5;2001;05/2001
1981;200106;6;2001;06/2001
1982;200107;7;2001;07/2001
1983;200108;8;2001;08/2001
1984;200109;9;2001;09/2001
1985;200110;10;2001;10/2001
1986;200111;11;2001;11/2001
1987;200112;12;2001;12/2001
1988;200200;0;2002;00/2002
1989;200214;14;2002;14/2002
1990;200213;13;2002;13/2002
1991;200201;1;2002;01/2002
1992;200202;2;2002;02/2002
1993;200203;3;2002;03/2002
1994;200204;4;2002;04/2002
1995;200205;5;2002;05/2002
1996;200206;6;2002;06/2002
1997;200207;7;2002;07/2002
1998;200208;8;2002;08/2002
1999;200209;9;2002;09/2002
2000;200210;10;2002;10/2002
2001;200211;11;2002;11/2002
2002;200212;12;2002;12/2002
2003;200300;0;2003;00/2003
2004;200314;14;2003;14/2003
2005;200313;13;2003;13/2003
2006;200301;1;2003;01/2003
2007;200302;2;2003;02/2003
2008;192910;10;1929;10/1929
2009;192911;11;1929;11/1929
2010;192912;12;1929;12/1929
2011;193000;0;1930;00/1930
2012;193014;14;1930;14/1930
2013;193013;13;1930;13/1930
2014;193001;1;1930;01/1930
2015;193002;2;1930;02/1930
2016;193003;3;1930;03/1930
2017;193004;4;1930;04/1930
2018;193005;5;1930;05/1930
2019;193006;6;1930;06/1930
2020;193007;7;1930;07/1930
2021;193008;8;1930;08/1930
2022;193009;9;1930;09/1930
2023;193010;10;1930;10/1930
2024;193011;11;1930;11/1930
2025;193012;12;1930;12/1930
2026;193100;0;1931;00/1931
2027;193114;14;1931;14/1931
2028;193113;13;1931;13/1931
2029;193101;1;1931;01/1931
2030;193102;2;1931;02/1931
2031;193103;3;1931;03/1931
2032;193104;4;1931;04/1931
2033;193105;5;1931;05/1931
2034;193106;6;1931;06/1931
2035;193107;7;1931;07/1931
2036;193108;8;1931;08/1931
2037;193109;9;1931;09/1931
2038;193110;10;1931;10/1931
2039;193111;11;1931;11/1931
2040;193112;12;1931;12/1931
2041;193200;0;1932;00/1932
2042;193214;14;1932;14/1932
2043;193213;13;1932;13/1932
2044;193201;1;1932;01/1932
2045;193202;2;1932;02/1932
2046;193203;3;1932;03/1932
2047;193204;4;1932;04/1932
2048;193205;5;1932;05/1932
2049;193206;6;1932;06/1932
2050;193207;7;1932;07/1932
2051;193208;8;1932;08/1932
2052;193209;9;1932;09/1932
2053;193210;10;1932;10/1932
2054;193211;11;1932;11/1932
2055;193212;12;1932;12/1932
2056;193300;0;1933;00/1933
2057;193314;14;1933;14/1933
2058;193313;13;1933;13/1933
2059;193301;1;1933;01/1933
2060;193302;2;1933;02/1933
2061;193303;3;1933;03/1933
2062;193304;4;1933;04/1933
2063;193305;5;1933;05/1933
2064;193306;6;1933;06/1933
2065;193307;7;1933;07/1933
2066;193308;8;1933;08/1933
2067;193309;9;1933;09/1933
2068;193310;10;1933;10/1933
2069;193311;11;1933;11/1933
2070;193312;12;1933;12/1933
2071;193400;0;1934;00/1934
2072;193414;14;1934;14/1934
2073;193413;13;1934;13/1934
2074;193401;1;1934;01/1934
2075;193402;2;1934;02/1934
2076;193403;3;1934;03/1934
2077;193404;4;1934;04/1934
2078;194313;13;1943;13/1943
2079;194301;1;1943;01/1943
2080;194302;2;1943;02/1943
2081;194303;3;1943;03/1943
2082;194304;4;1943;04/1943
2083;194305;5;1943;05/1943
2084;194306;6;1943;06/1943
2085;194307;7;1943;07/1943
2086;194308;8;1943;08/1943
2087;194309;9;1943;09/1943
2088;194310;10;1943;10/1943
2089;194311;11;1943;11/1943
2090;194312;12;1943;12/1943
2091;194400;0;1944;00/1944
2092;194414;14;1944;14/1944
2093;194413;13;1944;13/1944
2094;194401;1;1944;01/1944
2095;194402;2;1944;02/1944
2096;194403;3;1944;03/1944
2097;194404;4;1944;04/1944
2098;194405;5;1944;05/1944
2099;194406;6;1944;06/1944
2100;194407;7;1944;07/1944
2101;194408;8;1944;08/1944
2102;194409;9;1944;09/1944
2103;194410;10;1944;10/1944
2104;194411;11;1944;11/1944
2105;194412;12;1944;12/1944
2106;194500;0;1945;00/1945
2107;194514;14;1945;14/1945
2108;194513;13;1945;13/1945
2109;194501;1;1945;01/1945
2110;194502;2;1945;02/1945
2111;194503;3;1945;03/1945
2112;194504;4;1945;04/1945
2113;194505;5;1945;05/1945
2114;194506;6;1945;06/1945
2115;194507;7;1945;07/1945
2116;194508;8;1945;08/1945
2117;194509;9;1945;09/1945
2118;194510;10;1945;10/1945
2119;194511;11;1945;11/1945
2120;194512;12;1945;12/1945
2121;194600;0;1946;00/1946
2122;194614;14;1946;14/1946
2123;194613;13;1946;13/1946
2124;194601;1;1946;01/1946
2125;194602;2;1946;02/1946
2126;194603;3;1946;03/1946
2127;194604;4;1946;04/1946
2128;194605;5;1946;05/1946
2129;194606;6;1946;06/1946
2130;194607;7;1946;07/1946
2131;194608;8;1946;08/1946
2132;194609;9;1946;09/1946
2133;194610;10;1946;10/1946
2134;194611;11;1946;11/1946
2135;194612;12;1946;12/1946
2136;194700;0;1947;00/1947
2137;201112;12;2011;12/2011
2138;201200;0;2012;00/2012
2139;201214;14;2012;14/2012
2140;201213;13;2012;13/2012
2141;201201;1;2012;01/2012
2142;201300;0;2013;00/2013
2143;201202;2;2012;02/2012
2144;201203;3;2012;03/2012
2145;201204;4;2012;04/2012
2146;201205;5;2012;05/2012
2147;201206;6;2012;06/2012
2148;201207;7;2012;07/2012
2149;201208;8;2012;08/2012
2150;201209;9;2012;09/2012
2151;201210;10;2012;10/2012
2152;201211;11;2012;11/2012
2153;201212;12;2012;12/2012
2154;201314;14;2013;14/2013
2155;201313;13;2013;13/2013
2156;201301;1;2013;01/2013
2157;201302;2;2013;02/2013
2158;201303;3;2013;03/2013
2159;201304;4;2013;04/2013
2160;201305;5;2013;05/2013
2161;201306;6;2013;06/2013
2162;201307;7;2013;07/2013
2163;201308;8;2013;08/2013
2164;201309;9;2013;09/2013
2165;201310;10;2013;10/2013
2166;201311;11;2013;11/2013
2167;201312;12;2013;12/2013
2168;201400;0;2014;00/2014
2169;201414;14;2014;14/2014
2170;201413;13;2014;13/2014
2171;201401;1;2014;01/2014
2172;201402;2;2014;02/2014
2173;201403;3;2014;03/2014
2174;201404;4;2014;04/2014
2175;201405;5;2014;05/2014
2176;201406;6;2014;06/2014
2177;201407;7;2014;07/2014
2178;201408;8;2014;08/2014
2179;201409;9;2014;09/2014
2180;201410;10;2014;10/2014
2181;201411;11;2014;11/2014
2182;201412;12;2014;12/2014
2183;201500;0;2015;00/2015
2184;201514;14;2015;14/2015
2185;201513;13;2015;13/2015
2186;201501;1;2015;01/2015
2187;201502;2;2015;02/2015
2188;201503;3;2015;03/2015
2189;201504;4;2015;04/2015
2190;201505;5;2015;05/2015
2191;201506;6;2015;06/2015
2192;201507;7;2015;07/2015
2193;201508;8;2015;08/2015
2194;201509;9;2015;09/2015
2195;201510;10;2015;10/2015
2196;201511;11;2015;11/2015
2197;201512;12;2015;12/2015
2198;201600;0;2016;00/2016
2199;201614;14;2016;14/2016
2200;201613;13;2016;13/2016
2201;201601;1;2016;01/2016
2202;201602;2;2016;02/2016
2203;201603;3;2016;03/2016
2204;201604;4;2016;04/2016
2205;201605;5;2016;05/2016
2206;201606;6;2016;06/2016
2207;201607;7;2016;07/2016
2208;201608;8;2016;08/2016
2209;201609;9;2016;09/2016
2210;201610;10;2016;10/2016
2211;201611;11;2016;11/2016
2212;201612;12;2016;12/2016
2213;201700;0;2017;00/2017
2214;201714;14;2017;14/2017
2215;201713;13;2017;13/2017
2216;201701;1;2017;01/2017
2217;201702;2;2017;02/2017
2218;201703;3;2017;03/2017
2219;201704;4;2017;04/2017
2220;201705;5;2017;05/2017
2221;201706;6;2017;06/2017
2222;201707;7;2017;07/2017
2223;201708;8;2017;08/2017
2224;201709;9;2017;09/2017
2225;201710;10;2017;10/2017
2226;201711;11;2017;11/2017
2227;201712;12;2017;12/2017
2228;201800;0;2018;00/2018
2229;201814;14;2018;14/2018
2230;201813;13;2018;13/2018
2231;201801;1;2018;01/2018
2232;201802;2;2018;02/2018
2233;201803;3;2018;03/2018
2234;201804;4;2018;04/2018
2235;201805;5;2018;05/2018
2236;201806;6;2018;06/2018
2237;201807;7;2018;07/2018
2238;201808;8;2018;08/2018
2239;201809;9;2018;09/2018
2240;201810;10;2018;10/2018
2241;201811;11;2018;11/2018
2242;201812;12;2018;12/2018
2243;201900;0;2019;00/2019
2244;201914;14;2019;14/2019
2245;201913;13;2019;13/2019
2246;201901;1;2019;01/2019
2247;201902;2;2019;02/2019
2248;201903;3;2019;03/2019
2249;201904;4;2019;04/2019
2250;201905;5;2019;05/2019
2251;201906;6;2019;06/2019
2252;201907;7;2019;07/2019
2253;201908;8;2019;08/2019
2254;201909;9;2019;09/2019
2255;201910;10;2019;10/2019
2256;201911;11;2019;11/2019
2257;201912;12;2019;12/2019
2258;202000;0;2020;00/2020
2259;202014;14;2020;14/2020
2260;202013;13;2020;13/2020
2261;202001;1;2020;01/2020
2262;202002;2;2020;02/2020
2263;202003;3;2020;03/2020
2264;202004;4;2020;04/2020
2265;202005;5;2020;05/2020
